openness,conscientiousness,extraversion,agreeableness,neuroticism,career,category
70.64,73.89,45.18,52.67,40.9,Mobile App Developer,Technology and IT
62.53,92.61,43.59,75.27,22.78,Surgeon,Healthcare and Medical
65.37,81.05,71.69,90.82,40.98,Teacher,Education and Research
54.37,98.37,65.16,70.14,17.21,Army Officer,Law Government and Security
84.18,77.26,51.0,62.56,50.78,Web Developer,Technology and IT
62.55,78.36,66.64,92.12,25.99,Teacher,Education and Research
71.23,85.65,74.31,74.08,29.06,Project Manager,Business Management and Finance
91.43,81.2,81.02,60.65,40.43,Entrepreneur,Business Management and Finance
64.63,83.7,56.36,86.12,22.39,Physiotherapist,Healthcare and Medical
74.76,94.54,58.73,85.82,35.69,Doctor,Healthcare and Medical
71.04,82.42,67.16,89.7,24.64,Teacher,Education and Research
79.81,70.25,56.66,54.27,44.1,Photographer,Creative Media and Design
68.49,71.02,94.88,60.69,21.58,Sales Manager,Business Management and Finance
86.39,69.8,81.11,61.15,26.41,Journalist,Creative Media and Design
71.56,85.93,59.91,70.73,22.85,Nutritionist,Healthcare and Medical
78.94,62.94,43.47,51.64,37.27,Video Editor,Creative Media and Design
72.45,100.0,59.55,82.8,24.99,Doctor,Healthcare and Medical
84.9,55.89,57.44,61.57,36.55,Photographer,Creative Media and Design
86.81,99.29,47.04,59.46,34.66,AI Engineer,Technology and IT
80.01,77.37,66.92,79.53,29.19,Lecturer,Education and Research
79.62,84.13,58.71,56.29,30.23,AI Engineer,Technology and IT
69.26,77.8,93.96,57.98,39.19,Sales Manager,Business Management and Finance
87.33,63.83,59.84,57.45,38.23,UI UX Designer,Creative Media and Design
60.08,75.67,62.52,77.13,35.08,Nutritionist,Healthcare and Medical
68.67,94.96,31.82,63.53,28.04,Radiologist,Healthcare and Medical
64.24,87.82,50.06,81.38,31.35,Doctor,Healthcare and Medical
61.42,87.87,39.18,75.41,18.76,Pharmacist,Healthcare and Medical
75.6,69.87,40.42,56.23,37.5,Video Editor,Creative Media and Design
78.18,76.49,42.23,49.92,25.1,Cloud Engineer,Technology and IT
70.1,74.37,89.28,71.86,43.21,Sales Manager,Business Management and Finance
75.86,83.12,41.17,62.14,33.47,Mobile App Developer,Technology and IT
67.08,96.02,28.04,64.34,29.14,Radiologist,Healthcare and Medical
77.1,88.96,71.41,75.98,38.18,Lecturer,Education and Research
65.99,93.54,30.46,67.42,19.87,Radiologist,Healthcare and Medical
59.14,89.56,71.81,52.98,17.28,Army Officer,Law Government and Security
52.0,98.27,29.7,64.86,16.53,Radiologist,Healthcare and Medical
57.75,71.46,59.9,67.3,32.98,Nutritionist,Healthcare and Medical
83.25,79.44,38.14,61.81,24.54,Machine Learning Engineer,Technology and IT
70.89,70.91,61.84,95.86,36.1,Social Worker,Social and Behavioral Sciences
74.96,84.21,37.93,48.9,20.91,Software Engineer,Technology and IT
75.18,91.76,74.92,73.22,29.45,Project Manager,Business Management and Finance
75.03,84.57,41.81,62.87,27.88,Civil Engineer,Engineering and Architecture
63.79,81.42,64.0,83.29,17.63,Nurse,Healthcare and Medical
54.73,89.5,27.1,55.86,22.92,Medical Laboratory Technologist,Healthcare and Medical
75.04,78.54,54.45,57.76,26.81,Industrial Engineer,Engineering and Architecture
58.79,85.61,59.55,87.75,26.74,Physiotherapist,Healthcare and Medical
82.41,66.48,91.12,57.43,35.25,Marketing Manager,Business Management and Finance
77.19,95.82,54.86,79.87,24.9,Doctor,Healthcare and Medical
93.8,71.08,79.74,59.63,36.46,Entrepreneur,Business Management and Finance
75.01,84.83,52.66,60.09,24.97,Business Analyst,Business Management and Finance
93.81,77.99,58.27,64.83,32.26,Architect,Engineering and Architecture
75.54,82.56,46.73,55.59,33.33,Mechanical Engineer,Engineering and Architecture
64.88,90.63,35.9,71.22,22.29,Radiologist,Healthcare and Medical
64.19,87.76,45.18,61.26,23.48,Mechanical Engineer,Engineering and Architecture
73.53,70.94,57.2,62.36,32.65,Business Analyst,Business Management and Finance
85.87,77.32,55.0,80.75,39.3,Psychologist,Social and Behavioral Sciences
69.54,90.75,52.77,58.76,33.72,Civil Engineer,Engineering and Architecture
67.48,84.0,38.17,51.65,30.62,Electrical Engineer,Engineering and Architecture
65.66,77.37,66.31,78.03,40.12,Nutritionist,Healthcare and Medical
93.63,74.77,48.87,94.36,40.7,Psychologist,Social and Behavioral Sciences
78.09,85.88,43.64,55.47,30.37,Mobile App Developer,Technology and IT
84.89,80.12,33.61,55.31,26.14,Machine Learning Engineer,Technology and IT
94.85,74.98,56.06,95.57,36.49,Psychologist,Social and Behavioral Sciences
82.91,86.36,44.67,56.39,25.17,Software Engineer,Technology and IT
76.86,92.5,49.54,61.02,21.4,Industrial Engineer,Engineering and Architecture
64.32,94.35,43.07,67.72,30.94,Pharmacist,Healthcare and Medical
97.04,67.19,86.43,57.94,36.7,Entrepreneur,Business Management and Finance
65.83,74.72,81.06,89.48,35.64,HR Manager,Business Management and Finance
58.53,87.43,32.5,47.19,18.05,Accountant,Business Management and Finance
96.27,79.21,83.38,57.51,50.75,Entrepreneur,Business Management and Finance
89.46,59.99,58.89,58.92,35.47,Graphic Designer,Creative Media and Design
89.81,65.23,46.49,56.38,40.69,Photographer,Creative Media and Design
71.86,88.85,34.76,52.64,31.06,Cloud Engineer,Technology and IT
79.93,90.62,74.77,64.4,26.05,Civil Servant CSS Officer,Law Government and Security
62.76,94.75,27.16,55.8,22.97,Radiologist,Healthcare and Medical
82.62,71.92,85.1,61.95,44.64,Digital Marketing Specialist,Creative Media and Design
89.63,60.14,93.75,63.5,31.81,Marketing Manager,Business Management and Finance
78.01,86.62,61.54,72.28,29.1,Professor,Education and Research
83.97,69.13,83.15,52.19,30.42,Digital Marketing Specialist,Creative Media and Design
83.94,67.61,81.22,58.62,33.03,Entrepreneur,Business Management and Finance
69.23,83.33,42.27,44.37,26.36,Cloud Engineer,Technology and IT
72.21,81.38,49.95,57.75,42.75,Industrial Engineer,Engineering and Architecture
44.79,89.75,27.74,48.85,18.59,Accountant,Business Management and Finance
57.55,77.47,65.63,93.91,32.38,Teacher,Education and Research
53.86,87.78,70.24,68.9,16.18,Army Officer,Law Government and Security
72.39,79.53,63.76,100.0,25.0,Social Worker,Social and Behavioral Sciences
61.34,80.2,75.24,93.17,17.13,Nurse,Healthcare and Medical
77.84,85.12,70.6,62.71,29.43,Business Analyst,Business Management and Finance
72.09,89.02,41.29,49.92,31.33,Civil Engineer,Engineering and Architecture
73.51,89.54,51.9,70.43,16.28,Surgeon,Healthcare and Medical
85.25,83.51,40.42,60.81,24.36,Machine Learning Engineer,Technology and IT
81.02,73.31,61.74,84.06,30.38,Nutritionist,Healthcare and Medical
70.7,94.94,60.6,79.62,13.05,Doctor,Healthcare and Medical
59.15,95.06,47.96,72.22,9.07,Surgeon,Healthcare and Medical
62.61,96.24,30.64,51.79,26.37,Radiologist,Healthcare and Medical
83.51,81.41,39.04,69.27,22.78,Environmental Scientist,Environmental Science
82.03,85.55,38.04,53.13,28.55,AI Engineer,Technology and IT
56.6,80.76,61.04,93.06,20.79,Nurse,Healthcare and Medical
89.15,86.03,33.42,57.59,29.8,Machine Learning Engineer,Technology and IT
66.33,88.01,36.88,50.82,21.03,Financial Analyst,Business Management and Finance
81.25,72.49,80.09,56.62,33.17,Marketing Manager,Business Management and Finance
69.8,99.39,68.93,85.95,26.25,Doctor,Healthcare and Medical
68.77,92.37,40.65,45.55,20.94,Cybersecurity Analyst,Technology and IT
88.41,100.0,35.27,48.52,26.14,AI Engineer,Technology and IT
90.71,67.81,39.38,63.52,49.61,Animator,Creative Media and Design
73.96,74.7,69.32,89.32,26.06,Academic Advisor,Education and Research
79.53,72.04,43.7,63.78,38.3,Content Writer,Creative Media and Design
87.81,65.62,78.52,56.57,38.69,Digital Marketing Specialist,Creative Media and Design
67.43,91.97,33.74,42.0,14.66,Cybersecurity Analyst,Technology and IT
90.57,84.66,30.75,51.65,28.25,Researcher,Education and Research
69.23,86.31,50.98,61.65,26.73,DevOps Engineer,Technology and IT
76.51,89.79,25.33,61.77,21.94,Chemical Engineer,Engineering and Architecture
64.19,86.32,39.27,63.53,19.84,Chemical Engineer,Engineering and Architecture
70.36,80.5,45.21,52.77,32.41,Mobile App Developer,Technology and IT
64.66,84.48,60.47,72.97,32.28,Physiotherapist,Healthcare and Medical
89.07,67.33,53.95,62.43,45.6,Photographer,Creative Media and Design
84.08,68.3,82.78,60.79,32.13,Marketing Manager,Business Management and Finance
89.71,64.23,41.61,73.45,31.61,Content Writer,Creative Media and Design
76.67,66.39,53.81,69.37,35.29,UI UX Designer,Creative Media and Design
99.85,66.13,57.43,60.04,38.07,UI UX Designer,Creative Media and Design
85.21,68.65,36.86,58.07,37.71,Video Editor,Creative Media and Design
74.97,76.03,59.33,93.3,32.34,Social Worker,Social and Behavioral Sciences
49.82,92.79,68.65,62.62,20.11,Police Officer,Law Government and Security
82.7,90.55,33.02,55.55,22.88,Researcher,Education and Research
79.38,63.73,66.45,100.0,30.81,Social Worker,Social and Behavioral Sciences
73.37,80.94,62.24,60.76,32.83,Business Analyst,Business Management and Finance
66.15,98.07,22.08,62.63,40.55,Medical Laboratory Technologist,Healthcare and Medical
89.42,91.47,46.66,49.14,26.92,Software Engineer,Technology and IT
56.45,88.52,67.15,61.01,17.0,Army Officer,Law Government and Security
82.95,93.24,29.72,44.72,29.37,Machine Learning Engineer,Technology and IT
56.66,87.86,65.14,61.29,15.48,Police Officer,Law Government and Security
75.73,82.76,38.19,59.43,34.41,Mechanical Engineer,Engineering and Architecture
88.09,63.05,40.84,57.19,34.13,Animator,Creative Media and Design
82.56,85.68,42.12,56.94,27.38,Software Engineer,Technology and IT
77.42,88.73,67.82,83.56,23.38,Doctor,Healthcare and Medical
70.5,73.27,66.77,84.49,23.29,Academic Advisor,Education and Research
61.94,75.84,56.13,73.56,36.58,Nutritionist,Healthcare and Medical
72.53,88.76,50.31,53.78,30.19,Industrial Engineer,Engineering and Architecture
70.62,82.34,46.88,56.03,29.67,DevOps Engineer,Technology and IT
90.71,87.04,46.48,62.54,31.06,Researcher,Education and Research
60.13,92.02,54.0,70.63,14.4,Surgeon,Healthcare and Medical
66.98,88.24,33.49,51.11,17.1,Chemical Engineer,Engineering and Architecture
90.67,64.49,42.27,52.12,37.48,Animator,Creative Media and Design
65.58,97.52,37.46,58.43,21.18,Mechanical Engineer,Engineering and Architecture
81.7,77.39,39.97,50.15,35.15,Web Developer,Technology and IT
56.55,96.93,53.01,66.85,24.19,Pilot,Law Government and Security
84.86,59.57,42.18,59.65,33.03,Animator,Creative Media and Design
92.08,66.01,75.45,64.95,33.98,Entrepreneur,Business Management and Finance
69.5,72.91,70.08,89.78,29.83,Teacher,Education and Research
70.42,90.65,63.31,77.95,34.48,Nutritionist,Healthcare and Medical
80.53,52.94,85.29,62.91,37.05,Journalist,Creative Media and Design
97.65,80.47,50.62,64.4,35.83,Architect,Engineering and Architecture
71.6,85.58,36.54,49.06,41.67,Cloud Engineer,Technology and IT
85.82,75.13,84.49,65.31,34.32,Marketing Manager,Business Management and Finance
50.14,93.9,63.25,60.09,25.07,Police Officer,Law Government and Security
88.83,67.21,43.86,63.31,39.48,Animator,Creative Media and Design
87.58,74.61,58.56,88.88,33.66,Psychologist,Social and Behavioral Sciences
92.77,91.4,34.82,64.4,35.63,Environmental Scientist,Environmental Science
85.49,88.65,34.91,64.84,28.45,Environmental Scientist,Environmental Science
68.74,79.6,57.13,53.88,21.93,DevOps Engineer,Technology and IT
82.81,74.04,79.53,54.34,31.33,Journalist,Creative Media and Design
66.92,67.2,63.72,74.26,28.7,Nutritionist,Healthcare and Medical
81.42,68.79,75.75,67.55,37.54,Journalist,Creative Media and Design
63.49,86.97,44.81,73.49,26.23,Dentist,Healthcare and Medical
77.85,91.28,36.66,59.71,31.37,Civil Engineer,Engineering and Architecture
64.74,82.39,61.06,81.6,36.29,Nutritionist,Healthcare and Medical
66.91,66.95,69.9,89.5,32.22,Academic Advisor,Education and Research
79.77,75.54,63.67,92.95,18.46,Social Worker,Social and Behavioral Sciences
80.45,80.55,70.62,76.17,34.2,Lecturer,Education and Research
75.2,95.55,79.61,52.27,24.46,Lawyer,Law Government and Security
85.19,92.88,38.16,59.31,30.52,Software Engineer,Technology and IT
81.47,90.42,65.68,71.72,30.37,Lecturer,Education and Research
84.83,100.0,62.09,81.12,31.23,Professor,Education and Research
81.15,78.69,68.9,73.42,31.74,Civil Servant CSS Officer,Law Government and Security
83.81,61.06,50.45,64.13,43.52,Photographer,Creative Media and Design
78.67,66.77,78.29,61.66,39.64,Journalist,Creative Media and Design
63.51,70.42,75.67,63.67,34.32,Sales Manager,Business Management and Finance
85.4,66.38,49.17,59.32,47.17,Animator,Creative Media and Design
85.29,68.91,49.54,68.41,28.23,Content Writer,Creative Media and Design
49.5,89.01,32.51,52.8,23.45,Accountant,Business Management and Finance
81.67,67.6,32.57,57.73,33.33,Video Editor,Creative Media and Design
78.07,89.44,59.28,61.03,26.7,Professor,Education and Research
65.41,85.24,79.65,85.18,31.25,Teacher,Education and Research
60.62,93.98,54.78,69.26,23.84,Surgeon,Healthcare and Medical
90.88,84.5,40.47,58.86,27.8,Data Scientist,Technology and IT
54.86,84.27,70.09,63.82,20.0,Police Officer,Law Government and Security
67.28,87.19,58.74,78.71,30.8,Nutritionist,Healthcare and Medical
100.0,77.53,84.13,62.65,28.9,Entrepreneur,Business Management and Finance
72.69,93.45,49.7,59.58,26.45,Industrial Engineer,Engineering and Architecture
74.33,71.73,46.21,58.09,30.01,Web Developer,Technology and IT
88.61,62.23,51.43,63.94,43.67,Graphic Designer,Creative Media and Design
89.99,80.62,45.29,66.27,21.01,Architect,Engineering and Architecture
77.92,64.11,55.24,78.69,36.63,Psychologist,Social and Behavioral Sciences
86.66,75.39,78.65,47.03,43.15,Digital Marketing Specialist,Creative Media and Design
84.5,83.2,45.77,50.21,24.1,DevOps Engineer,Technology and IT
74.54,94.36,45.79,39.95,26.39,Cloud Engineer,Technology and IT
86.63,91.45,37.46,64.12,28.97,Researcher,Education and Research
74.45,87.32,58.0,83.55,28.08,Doctor,Healthcare and Medical
76.81,83.53,71.94,71.04,23.04,Civil Servant CSS Officer,Law Government and Security
45.57,94.72,27.53,54.79,29.61,Database Administrator,Technology and IT
92.29,87.31,26.13,63.6,35.75,Researcher,Education and Research
88.96,62.47,48.93,70.69,34.43,UI UX Designer,Creative Media and Design
61.1,91.47,45.34,61.77,16.58,Pilot,Law Government and Security
88.5,83.24,27.54,59.44,28.73,Researcher,Education and Research
75.84,71.97,41.14,60.12,48.41,Video Editor,Creative Media and Design
87.54,84.94,37.49,53.17,31.72,Machine Learning Engineer,Technology and IT
48.86,90.89,67.38,63.7,17.87,Police Officer,Law Government and Security
54.17,90.33,66.19,62.3,21.19,Police Officer,Law Government and Security
57.21,87.87,29.71,57.76,29.28,Database Administrator,Technology and IT
92.97,81.52,51.41,86.5,39.17,Psychologist,Social and Behavioral Sciences
74.42,67.59,88.23,57.11,26.97,Sales Manager,Business Management and Finance
67.04,88.22,43.12,66.14,29.47,Chemical Engineer,Engineering and Architecture
74.52,79.95,77.57,49.97,33.69,Lawyer,Law Government and Security
75.22,89.1,38.93,56.96,28.56,Data Scientist,Technology and IT
64.13,75.98,87.69,78.88,31.37,HR Manager,Business Management and Finance
62.86,94.01,67.4,60.39,14.55,Army Officer,Law Government and Security
79.97,90.98,89.8,58.91,30.24,Lawyer,Law Government and Security
48.2,92.08,68.32,69.97,18.02,Police Officer,Law Government and Security
69.73,95.78,59.88,81.0,24.88,Doctor,Healthcare and Medical
84.77,70.14,49.44,64.58,37.51,Architect,Engineering and Architecture
77.2,75.07,76.1,66.25,27.78,Marketing Manager,Business Management and Finance
66.92,79.94,57.41,84.52,30.65,Nutritionist,Healthcare and Medical
81.68,62.28,55.66,66.39,45.37,Photographer,Creative Media and Design
94.75,71.47,57.54,56.75,30.83,UI UX Designer,Creative Media and Design
76.84,100.0,38.72,56.65,21.77,DevOps Engineer,Technology and IT
71.91,77.04,88.67,78.16,43.58,HR Manager,Business Management and Finance
72.01,79.96,67.51,88.88,22.78,Physiotherapist,Healthcare and Medical
67.16,74.87,61.63,100.0,29.56,Social Worker,Social and Behavioral Sciences
76.12,64.91,63.4,100.0,24.2,Social Worker,Social and Behavioral Sciences
89.64,81.61,42.81,68.5,33.08,Environmental Scientist,Environmental Science
65.48,92.37,50.82,66.51,19.93,Surgeon,Healthcare and Medical
73.14,89.75,38.49,54.0,24.44,Electrical Engineer,Engineering and Architecture
72.29,71.92,48.79,51.73,30.0,Web Developer,Technology and IT
94.56,70.06,40.27,69.18,32.99,Content Writer,Creative Media and Design
89.89,70.16,54.2,93.84,29.52,Psychologist,Social and Behavioral Sciences
73.5,77.38,51.1,51.19,35.74,Mobile App Developer,Technology and IT
66.82,78.21,67.58,82.21,27.63,Physiotherapist,Healthcare and Medical
74.45,92.95,48.77,57.44,32.27,Civil Engineer,Engineering and Architecture
82.75,72.03,73.76,57.96,29.02,Digital Marketing Specialist,Creative Media and Design
56.48,93.37,58.43,86.5,19.97,Nurse,Healthcare and Medical
72.78,66.68,40.19,56.96,38.02,Video Editor,Creative Media and Design
89.99,73.98,82.62,56.65,32.68,Digital Marketing Specialist,Creative Media and Design
83.15,85.79,37.95,44.69,24.41,Data Scientist,Technology and IT
62.55,89.67,43.75,64.61,31.18,Civil Engineer,Engineering and Architecture
61.11,92.34,31.66,68.37,16.7,Radiologist,Healthcare and Medical
61.53,87.86,33.67,77.87,23.35,Pharmacist,Healthcare and Medical
73.12,92.91,38.43,53.72,34.55,Chemical Engineer,Engineering and Architecture
88.65,72.2,83.01,65.9,41.29,Entrepreneur,Business Management and Finance
67.45,96.62,33.76,42.11,33.17,Cybersecurity Analyst,Technology and IT
76.77,75.85,41.43,49.43,35.05,Web Developer,Technology and IT
72.34,94.64,41.34,60.21,30.51,Mechanical Engineer,Engineering and Architecture
68.15,90.33,43.97,59.48,23.44,Chemical Engineer,Engineering and Architecture
85.74,80.03,29.0,79.04,28.56,Environmental Scientist,Environmental Science
92.55,81.06,46.47,68.25,36.91,Architect,Engineering and Architecture
81.38,69.16,81.29,56.68,37.48,Digital Marketing Specialist,Creative Media and Design
66.85,89.28,63.8,85.99,21.98,Doctor,Healthcare and Medical
87.46,90.73,44.74,56.32,32.55,Software Engineer,Technology and IT
71.54,76.93,61.13,87.07,22.69,Academic Advisor,Education and Research
85.4,64.84,43.99,69.59,39.25,UI UX Designer,Creative Media and Design
72.63,79.95,55.38,57.93,25.53,Industrial Engineer,Engineering and Architecture
